"","taxonID","taxon_name","year_2010","eez"
"403",603671,"Semicossyphus pulcher",428.063676757864,"Mexico"
"404",604029,"Prionotus stephanophrys",6205.72189837295,"Mexico"
"405",604215,"Citharichthys sordidus",1441.5848586439,"Mexico"
"406",604228,"Paralichthys californicus",1869.64853540176,"Mexico"
"407",604247,"Microstomus pacificus",428.063676757864,"Mexico"
"408",604796,"Sarda chiliensis lineolata",428.063676757864,"Mexico"
"409",605425,"Arothron hispidus",428.063676757864,"Mexico"
"410",605891,"Alopias pelagicus",385.476030083203,"Mexico"
"411",606317,"Totoaba macdonaldi",428.063676757864,"Mexico"
"412",606405,"Sphyraena ensis",428.063676757864,"Mexico"
"413",610430,"Diapterus peruvianus",428.063676757864,"Mexico"
"414",613178,"Dasyatis longa",385.476030083203,"Mexico"
"415",613720,"Haemulopsis leuciscus",3869.42507729744,"Mexico"
"416",613738,"Pomadasys macracanthus",3869.42507729744,"Mexico"
"417",613740,"Pomadasys panamensis",3869.42507729744,"Mexico"
"418",613967,"Hippoglossina tetrophthalma",428.063676757864,"Mexico"
"419",613978,"Syacium ovale",7267.94359406419,"Mexico"
"420",614030,"Cynoscion reticulatus",428.063676757864,"Mexico"
"421",614146,"Peprilus snyderi",428.063676757864,"Mexico"
"422",614155,"Synodus scituliceps",12676.2384673402,"Mexico"
"423",614248,"Diplectrum pacificum",17017.4156371858,"Mexico"
"424",614290,"Thunnus orientalis",2990.10522808214,"Mexico"
"425",690032,"Xiphopenaeus kroyeri",435.875354617122,"Mexico"
"426",690054,"Litopenaeus stylirostris",11529.4580981094,"Mexico"
"427",690100,"Farfantepenaeus brevirostris",1087.52923638292,"Mexico"
"428",690206,"Dosidicus gigas",9153.38244695971,"Mexico"
"429",690265,"Farfantepenaeus aztecus",435.875354617122,"Mexico"
"430",690268,"Farfantepenaeus duorarum",435.875354617122,"Mexico"
"431",690272,"Litopenaeus setiferus",435.875354617122,"Mexico"
"432",690287,"Cancer productus",3883.2531593163,"Mexico"
"433",690440,"Litopenaeus vannamei",7116.3258425118,"Mexico"
"434",690444,"Farfantepenaeus californiensis",9945.97577997799,"Mexico"
"435",690619,"Panulirus gracilis",832.1256769963,"Mexico"
"436",690801,"Panulirus penicillatus",832.1256769963,"Mexico"
"437",800003,"Ancylopsetta dendritica",2236.00984483197,"Mexico"
"438",800004,"Anisotremus interruptus",3869.42507729744,"Mexico"
"439",800005,"Antimora microlepis",428.063676757864,"Mexico"
"440",800006,"Ariopsis guatemalensis",428.063676757864,"Mexico"
"441",800007,"Arothron meleagris",428.063676757864,"Mexico"
"442",800009,"Bagre panamensis",428.063676757864,"Mexico"
"443",800010,"Bagre pinnimaculatus",428.063676757864,"Mexico"
"444",800011,"Bairdiella armata",428.063676757864,"Mexico"
"445",800012,"Bairdiella icistia",428.063676757864,"Mexico"
